TrialID,BlockCount,SampleOnStimIndices,SampleOnStimLocations,TargetOnStimIndices,TargetOnStimLocations
WMRDemo56,2,"[2]","[[0,0,0]]","[2,5,13,9]","[[0,2,0],[-3,-1,0],[-4,1,0]]"
WMRDemo57,2,"[21]","[[0,0,0]]","[21,4,18,10]","[[4,-1,0],[4,0,0],[0,0,0]]"
WMRDemo58,2,"[0]","[[0,0,0]]","[0,2,20,11]","[[0,0,0],[1,1,0],[4,-1,0]]"
WMRDemo59,2,"[15]","[[0,0,0]]","[15,3,1,21]","[[-4,2,0],[-2,2,0],[-1,-1,0]]"
WMRDemo60,2,"[2]","[[0,0,0]]","[2,15,21,0]","[[0,-2,0],[-4,-2,0],[3,-2,0]]"
WMRDemo61,2,"[6]","[[0,0,0]]","[6,0,14,13]","[[-4,0,0],[2,-1,0],[-2,2,0]]"
WMRDemo62,2,"[3]","[[0,0,0]]","[3,5,23,13]","[[1,1,0],[-1,0,0],[2,2,0]]"
WMRDemo63,2,"[11]","[[0,0,0]]","[11,0,1,7]","[[-3,-2,0],[-4,1,0],[-3,1,0]]"
WMRDemo64,2,"[11]","[[0,0,0]]","[11,12,3,20]","[[1,-1,0],[3,-2,0],[1,1,0]]"
WMRDemo65,2,"[10]","[[0,0,0]]","[10,13,11,17]","[[-3,0,0],[0,-1,0],[-4,0,0]]"
WMRDemo66,2,"[14]","[[0,0,0]]","[14,19,13,15]","[[2,2,0],[-3,0,0],[0,-1,0]]"
WMRDemo67,2,"[18]","[[0,0,0]]","[18,3,15,9]","[[-3,-2,0],[4,1,0],[-4,-1,0]]"
WMRDemo68,2,"[20]","[[0,0,0]]","[20,12,17,23]","[[2,0,0],[1,2,0],[0,-2,0]]"
WMRDemo69,2,"[12]","[[0,0,0]]","[12,5,16,18]","[[-2,1,0],[-2,-2,0],[4,2,0]]"
WMRDemo70,2,"[1]","[[0,0,0]]","[1,20,6,18]","[[2,-2,0],[4,-1,0],[-1,2,0]]"
WMRDemo71,2,"[22]","[[0,0,0]]","[22,15,6,3]","[[-2,-1,0],[2,0,0],[3,1,0]]"
WMRDemo72,2,"[7]","[[0,0,0]]","[7,3,22,10]","[[3,1,0],[-1,1,0],[-2,1,0]]"
WMRDemo73,2,"[1]","[[0,0,0]]","[1,2,8,12]","[[-1,2,0],[-4,2,0],[2,0,0]]"
WMRDemo74,2,"[8]","[[0,0,0]]","[8,9,2,20]","[[3,-1,0],[3,-2,0],[-3,-1,0]]"
WMRDemo75,2,"[3]","[[0,0,0]]","[3,8,11,6]","[[-1,0,0],[0,-1,0],[1,-1,0]]"
WMRDemo76,2,"[10]","[[0,0,0]]","[10,16,13]","[[4,2,0],[-3,0,0],[-4,-2,0]]"
WMRDemo77,2,"[19]","[[0,0,0]]","[19,4,23]","[[-1,-2,0],[4,1,0],[0,2,0]]"
WMRDemo78,2,"[2]","[[0,0,0]]","[2,13,5,0]","[[4,0,0],[1,2,0],[4,2,0]]"
WMRDemo79,2,"[19]","[[0,0,0]]","[19,9,20,3]","[[0,1,0],[-2,-1,0],[-1,1,0]]"
WMRDemo80,2,"[10]","[[0,0,0]]","[10,9,11,13]","[[4,2,0],[4,0,0],[3,0,0]]"
WMRDemo81,2,"[1]","[[0,0,0]]","[1,17,16,8]","[[0,-1,0],[2,1,0],[-2,0,0]]"
WMRDemo82,2,"[12]","[[0,0,0]]","[12,7,9,20]","[[-4,0,0],[-1,2,0],[2,-1,0]]"
WMRDemo83,2,"[8]","[[0,0,0]]","[8,7,6,3]","[[1,2,0],[-4,-2,0],[-2,-1,0]]"
WMRDemo84,2,"[0]","[[0,0,0]]","[0,6,4,14]","[[-4,-2,0],[3,-1,0],[2,-2,0]]"
WMRDemo85,2,"[18]","[[0,0,0]]","[18,10,19,9]","[[1,0,0],[0,0,0],[-3,2,0]]"
WMRDemo86,2,"[14]","[[0,0,0]]","[14,5,21,4]","[[-3,1,0],[1,2,0],[4,-2,0]]"
WMRDemo87,2,"[13]","[[0,0,0]]","[13,17,18,21]","[[1,-2,0],[3,2,0],[-4,1,0]]"
WMRDemo88,2,"[20]","[[0,0,0]]","[20,21,1,13]","[[-3,-1,0],[1,-2,0],[0,0,0]]"
WMRDemo89,2,"[0]","[[0,0,0]]","[0,13,7,8]","[[2,1,0],[-2,-1,0],[4,0,0]]"
WMRDemo90,2,"[2]","[[0,0,0]]","[2,17,4,18]","[[-3,2,0],[4,0,0],[-1,-1,0]]"
WMRDemo91,2,"[7]","[[0,0,0]]","[7,0,15,12]","[[2,-1,0],[2,1,0],[3,-1,0]]"
WMRDemo92,2,"[11]","[[0,0,0]]","[11,7,14,12]","[[-2,0,0],[-1,2,0],[-2,-2,0]]"
WMRDemo93,2,"[10]","[[0,0,0]]","[10,8,1,20]","[[3,2,0],[-4,-2,0],[2,2,0]]"
WMRDemo94,2,"[18]","[[0,0,0]]","[18,5,8,0]","[[-2,-2,0],[2,0,0],[-3,2,0]]"
WMRDemo95,2,"[13]","[[0,0,0]]","[13,15,17,19]","[[3,-1,0],[0,1,0],[1,1,0]]"
WMRDemo96,2,"[17]","[[0,0,0]]","[17,18,7,0]","[[-1,1,0],[-3,2,0],[-4,0,0]]"
